GROUP_SET,GROUP_ID,GROUP_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,W_PCT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,OFF_RATING_RANK,DEF_RATING_RANK,NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,PACE_RANK,PIE_RANK,SUM_TIME_PLAYED,SEASON,MEASURE_TYPE
Lineups,-202252-202259-203827-1627668-1628244-,A. Clark - E. Prince - N. Howard - B. Stewart - S. Whitcomb,1611661328,SEA,2,2,0,1.0,7.0,141.8,146.2,86.5,85.7,55.3,60.4,0.8,0.0,20.0,0.5,0.778,0.667,0.0,0.55,0.66,94.4,93.46,77.88,13,0.882,41,26,1,1,26,26,59,33,39,57,43,19,41,20,1,48,45,96,35,20800,2020,Advanced
Lineups,-100720-202252-202259-1627668-1628920-,S. Bird - A. Clark - E. Prince - B. Stewart - M. Russell,1611661328,SEA,3,2,1,0.667,7.0,125.7,128.6,129.8,118.8,-4.1,9.8,0.714,5.0,25.0,0.286,0.571,0.429,0.071,0.654,0.628,93.5,96.86,80.72,14,0.456,23,26,71,89,25,35,94,61,48,3,25,45,73,72,56,35,48,86,75,22300,2020,Advanced
Lineups,-201518-202259-1628244-1628886-1629496-,C. Langhorne - E. Prince - S. Whitcomb - J. Canada - E. Magbegor,1611661328,SEA,2,2,0,1.0,6.0,108.1,100.0,149.3,142.9,-41.2,-42.9,0.667,1.0,21.1,0.0,0.667,0.4,0.267,0.778,0.759,112.6,119.66,99.71,15,0.354,41,26,1,1,28,52,104,101,53,36,41,64,55,78,104,21,28,28,83,17450,2020,Advanced
Lineups,-201518-1627670-1628244-1628886-1628920-,C. Langhorne - M. Tuck - S. Whitcomb - J. Canada - M. Russell,1611661328,SEA,1,1,0,1.0,6.0,168.4,166.7,84.6,84.6,83.7,82.1,1.0,3.0,33.3,0.0,0.75,0.545,0.167,1.0,1.012,94.5,94.99,79.16,12,0.8,66,54,1,1,27,15,57,22,1,6,8,64,43,41,76,6,10,91,40,18950,2020,Advanced
Lineups,-204319-1628244-1628886-1628920-1629496-,J. Loyd - S. Whitcomb - J. Canada - M. Russell - E. Magbegor,1611661328,SEA,4,3,1,0.75,6.0,96.2,100.0,73.5,72.7,22.6,27.3,0.6,3.0,17.6,0.571,0.667,0.615,0.091,0.417,0.442,93.1,91.8,76.5,11,0.655,16,17,71,85,29,52,50,51,63,6,57,17,55,30,57,79,91,98,55,17255,2020,Advanced
Lineups,-100720-202252-1627668-1628886-1628920-,S. Bird - A. Clark - B. Stewart - J. Canada - M. Russell,1611661328,SEA,2,2,0,1.0,6.0,180.0,180.0,60.0,54.5,120.0,125.5,0.857,0.0,35.3,0.25,0.571,0.455,0.0,0.818,0.818,87.0,91.36,76.13,10,0.958,41,26,1,1,31,14,38,12,34,57,7,47,73,69,1,20,24,101,31,16550,2020,Advanced
Lineups,-100720-202252-203827-204319-1627668-,S. Bird - A. Clark - N. Howard - J. Loyd - B. Stewart,1611661328,SEA,11,10,1,0.909,166.0,111.9,111.9,89.4,88.4,22.6,23.4,0.732,1.6,21.6,0.245,0.716,0.508,0.188,0.592,0.629,99.4,100.01,83.34,345,0.668,2,2,71,71,1,46,62,53,46,27,39,51,50,47,86,43,47,74,52,497495,2020,Advanced
Lineups,-202252-202259-1627668-1628244-1628920-,A. Clark - E. Prince - B. Stewart - S. Whitcomb - M. Russell,1611661328,SEA,3,3,0,1.0,5.0,109.1,109.1,45.0,36.4,64.0,72.7,0.833,5.0,27.8,0.333,1.0,0.6,0.091,0.5,0.5,104.9,116.04,96.7,11,0.889,23,17,1,1,36,49,26,26,35,3,19,33,1,32,57,54,71,37,33,13650,2020,Advanced
Lineups,-202252-204319-1628244-1628920-1629496-,A. Clark - J. Loyd - S. Whitcomb - M. Russell - E. Magbegor,1611661328,SEA,1,1,0,1.0,5.0,157.7,155.6,63.5,55.6,94.2,100.0,0.6,3.0,20.0,0.6,0.8,0.7,0.111,0.65,0.643,84.4,90.63,75.52,9,0.833,66,54,1,1,34,17,40,15,63,6,43,15,36,19,61,36,46,105,38,14300,2020,Advanced
Lineups,-201518-204319-1628244-1628886-1628920-,C. Langhorne - J. Loyd - S. Whitcomb - J. Canada - M. Russell,1611661328,SEA,3,2,1,0.667,5.0,147.1,155.6,120.8,130.0,26.2,25.6,0.667,0.0,16.7,0.2,0.5,0.286,0.0,0.571,0.665,105.0,98.42,82.01,9,0.538,23,26,71,89,35,17,99,52,53,57,61,55,78,95,1,45,43,82,65,13900,2020,Advanced
Lineups,-202259-1628244-1628886-1628920-1629496-,E. Prince - S. Whitcomb - J. Canada - M. Russell - E. Magbegor,1611661328,SEA,5,4,1,0.8,22.0,101.5,102.2,91.7,81.3,9.8,21.0,0.7,1.56,22.6,0.158,0.625,0.419,0.2,0.608,0.6,97.9,103.69,86.41,45,0.563,10,10,71,78,5,51,56,55,50,28,34,59,68,76,88,40,52,63,63,64575,2020,Advanced
Lineups,-202252-204319-1627668-1628886-1629496-,A. Clark - J. Loyd - B. Stewart - J. Canada - E. Magbegor,1611661328,SEA,10,8,2,0.8,20.0,97.7,90.9,78.8,72.9,18.9,18.0,0.706,1.09,16.9,0.182,0.875,0.543,0.2,0.513,0.566,114.7,123.65,103.04,55,0.692,3,4,119,78,7,68,51,57,49,35,60,57,33,42,88,53,58,21,50,59975,2020,Advanced
Lineups,-202252-1628244-1628886-1628920-1629496-,A. Clark - S. Whitcomb - J. Canada - M. Russell - E. Magbegor,1611661328,SEA,9,8,1,0.889,20.0,84.7,82.9,99.0,95.3,-14.4,-12.4,0.636,0.78,13.2,0.35,0.615,0.5,0.22,0.397,0.484,96.8,99.71,83.09,41,0.471,6,4,71,73,6,78,73,86,62,49,75,32,69,48,96,83,85,75,73,60655,2020,Advanced
Lineups,-100720-202252-204319-1627668-1629496-,S. Bird - A. Clark - J. Loyd - B. Stewart - E. Magbegor,1611661328,SEA,6,5,1,0.833,19.0,138.6,146.3,108.1,97.7,30.5,48.6,0.818,2.0,26.1,0.625,0.688,0.656,0.22,0.658,0.693,103.9,106.31,88.6,41,0.659,8,8,71,76,8,25,76,41,38,17,23,14,53,29,96,32,38,55,54,57565,2020,Advanced
Lineups,-202252-1627668-1628244-1628886-1629496-,A. Clark - B. Stewart - S. Whitcomb - J. Canada - E. Magbegor,1611661328,SEA,10,9,1,0.9,18.0,129.0,123.1,105.5,95.1,23.5,28.0,0.65,1.63,21.7,0.533,0.667,0.593,0.205,0.676,0.663,99.8,107.66,89.72,39,0.585,3,3,71,72,9,40,71,50,61,26,38,18,55,35,95,28,44,51,61,53500,2020,Advanced
Lineups,-202252-203827-204319-1627668-1628244-,A. Clark - N. Howard - J. Loyd - B. Stewart - S. Whitcomb,1611661328,SEA,5,3,2,0.6,18.0,111.9,110.5,60.8,57.9,51.2,52.6,0.875,2.8,24.6,0.278,0.75,0.526,0.132,0.529,0.56,100.7,103.78,86.49,38,0.935,10,17,119,102,10,47,42,36,32,12,32,46,43,45,68,52,59,62,32,52725,2020,Advanced
Lineups,-201518-202259-1628244-1628886-1628920-,C. Langhorne - E. Prince - S. Whitcomb - J. Canada - M. Russell,1611661328,SEA,3,2,1,0.667,17.0,83.9,77.1,91.2,91.4,-7.4,-14.3,0.8,2.0,18.2,0.118,0.789,0.472,0.114,0.407,0.462,96.4,100.3,83.58,35,0.436,23,26,71,89,11,85,65,87,39,17,54,61,40,67,64,80,88,73,76,50250,2020,Advanced
Lineups,-1627670-1628244-1628886-1628920-1629496-,M. Tuck - S. Whitcomb - J. Canada - M. Russell - E. Magbegor,1611661328,SEA,5,4,1,0.8,16.0,99.5,90.9,69.8,67.7,29.7,23.2,0.5,2.5,11.9,0.25,0.6,0.444,0.061,0.4,0.481,88.4,93.94,78.29,33,0.773,10,10,71,78,12,68,49,54,68,13,81,47,70,70,54,81,86,94,43,49050,2020,Advanced
Lineups,-202252-202259-1628244-1628920-1629496-,A. Clark - E. Prince - S. Whitcomb - M. Russell - E. Magbegor,1611661328,SEA,4,3,1,0.75,10.0,107.0,100.0,91.8,85.0,15.2,15.0,0.429,3.0,13.0,0.111,0.75,0.412,0.053,0.469,0.535,87.4,93.91,78.26,19,0.589,16,17,71,85,18,52,58,59,81,6,76,62,43,77,53,72,63,95,60,29900,2020,Advanced
Lineups,-202252-204319-1628886-1628920-1629496-,A. Clark - J. Loyd - J. Canada - M. Russell - E. Magbegor,1611661328,SEA,5,4,1,0.8,10.0,137.5,141.7,104.2,100.0,33.4,41.7,0.6,6.0,18.8,0.3,0.857,0.529,0.042,0.639,0.717,109.3,109.75,91.45,24,0.618,10,10,71,78,16,28,77,42,63,2,51,43,34,44,51,38,33,46,57,30835,2020,Advanced
Lineups,-201518-1627670-1628244-1628886-1629496-,C. Langhorne - M. Tuck - S. Whitcomb - J. Canada - E. Magbegor,1611661328,SEA,3,2,1,0.667,10.0,90.5,90.0,100.7,90.0,-10.1,0.0,0.875,2.33,25.9,0.125,0.467,0.348,0.15,0.531,0.533,93.6,99.16,82.63,20,0.532,23,26,71,89,19,70,63,65,32,15,24,60,89,89,74,50,64,78,66,29045,2020,Advanced
Lineups,-202252-203827-204319-1627668-1628886-,A. Clark - N. Howard - J. Loyd - B. Stewart - J. Canada,1611661328,SEA,14,12,2,0.857,155.0,97.2,96.2,94.7,93.8,2.5,2.4,0.694,1.44,17.2,0.287,0.692,0.491,0.165,0.462,0.516,97.9,98.85,82.38,316,0.526,1,1,119,75,2,67,69,64,52,31,59,44,52,66,75,74,69,80,67,466160,2020,Advanced
Lineups,-202252-204319-1627668-1628886-1628920-,A. Clark - J. Loyd - B. Stewart - J. Canada - M. Russell,1611661328,SEA,10,8,2,0.8,32.0,94.3,89.6,95.5,95.5,-1.2,-5.9,0.524,1.1,13.4,0.167,0.68,0.4,0.149,0.441,0.521,98.1,100.66,83.88,67,0.464,3,4,119,78,3,71,74,78,67,34,73,58,54,78,73,76,68,71,74,95135,2020,Advanced
Lineups,-202252-203827-204319-1628886-1628920-,A. Clark - N. Howard - J. Loyd - J. Canada - M. Russell,1611661328,SEA,3,2,1,0.667,28.0,99.9,103.8,48.4,52.7,51.5,51.0,0.667,1.4,17.5,0.406,0.634,0.534,0.189,0.472,0.49,97.3,91.33,76.11,53,1.155,23,26,71,89,4,50,37,37,53,32,58,30,67,43,87,71,84,102,21,85140,2020,Advanced
Lineups,-202252-204319-1627668-1628244-1629496-,A. Clark - J. Loyd - B. Stewart - S. Whitcomb - E. Magbegor,1611661328,SEA,5,4,1,0.8,12.0,146.9,140.0,98.6,100.0,48.2,40.0,0.5,3.5,18.4,0.222,0.714,0.522,0.067,0.738,0.761,111.4,113.3,94.41,30,0.674,10,10,71,78,13,29,77,43,68,5,53,53,51,46,55,26,27,41,51,37495,2020,Advanced
Lineups,-201518-202259-1627670-1628244-1629496-,C. Langhorne - E. Prince - M. Tuck - S. Whitcomb - E. Magbegor,1611661328,SEA,1,1,0,1.0,12.0,66.3,68.0,113.8,108.0,-47.5,-40.0,0.833,0.63,15.2,0.231,0.583,0.4,0.32,0.389,0.412,99.3,100.56,83.8,25,-0.018,66,54,1,1,14,91,92,99,35,51,68,52,72,78,106,84,95,72,114,35800,2020,Advanced
Lineups,-100720-204319-1627668-1629478-1629568-,S. Bird - J. Loyd - B. Stewart - K. Samuelson - K. Burke,1611661328,SEA,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.1,137.14,114.29,1,0.5,81,111,58,111,155,136,1,73,111,82,111,97,135,140,1,129,136,13,74,1050,2021,Advanced
Lineups,-100720-204319-1627668-1628886-1629478-,S. Bird - J. Loyd - B. Stewart - J. Canada - K. Samuelson,1611661328,SEA,1,0,1,0.0,0.0,0.0,0.0,200.0,200.0,-200.0,-200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,125.2,187.83,156.52,2,-1.0,81,111,58,111,153,136,148,152,111,82,111,97,135,140,150,129,136,4,148,1150,2021,Advanced
Lineups,-202259-1628886-1628920-1629478-1629568-,E. Prince - J. Canada - M. Russell - K. Samuelson - K. Burke,1611661328,SEA,1,1,0,1.0,1.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,1.0,1.0,117.6,117.55,97.96,2,0.5,81,55,1,1,141,57,81,73,111,82,111,97,1,1,150,5,9,29,74,2450,2021,Advanced
Lineups,-100720-202259-204319-1628920-1629568-,S. Bird - E. Prince - J. Loyd - M. Russell - K. Burke,1611661328,SEA,1,0,1,0.0,0.0,113.6,100.0,200.0,200.0,-86.4,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.568,123.1,130.91,109.09,1,0.0,81,111,58,111,154,57,148,137,111,82,111,97,135,140,1,129,64,16,119,1100,2021,Advanced
Lineups,-100720-200676-202259-1628920-1629478-,S. Bird - C. Dupree - E. Prince - M. Russell - K. Samuelson,1611661328,SEA,1,1,0,1.0,1.0,0.0,0.0,66.7,66.7,-66.7,-66.7,0.0,0.0,0.0,0.0,1.0,0.333,0.25,0.0,0.0,99.3,115.86,96.55,4,-2.0,81,55,1,1,120,136,35,125,111,82,111,97,1,113,116,129,136,33,156,4350,2021,Advanced
Lineups,-100720-200676-202259-1627668-1628886-,S. Bird - C. Dupree - E. Prince - B. Stewart - J. Canada,1611661328,SEA,1,0,1,0.0,1.0,0.0,0.0,200.0,100.0,-200.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.9,139.35,116.13,1,-1.0,81,111,58,111,148,136,81,137,111,82,111,97,135,140,1,129,136,11,148,1550,2021,Advanced
Lineups,-100720-200676-1627668-1629478-1630461-,S. Bird - C. Dupree - B. Stewart - K. Samuelson - K. Williams,1611661328,SEA,1,1,0,1.0,1.0,53.2,50.0,0.0,0.0,53.2,50.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.568,133.8,139.35,116.13,2,0.0,81,55,1,1,148,115,1,26,111,82,111,97,1,1,150,129,64,11,119,1550,2021,Advanced
Lineups,-100720-1627668-1629478-1629496-1629568-,S. Bird - B. Stewart - K. Samuelson - E. Magbegor - K. Burke,1611661328,SEA,1,0,1,0.0,1.0,100.0,100.0,106.4,100.0,-6.4,0.0,0.0,0.0,0.0,0.5,1.0,0.667,0.0,0.333,0.333,68.1,70.24,58.54,2,-1.0,81,111,58,111,124,57,81,73,111,82,111,9,1,21,1,102,113,158,148,4100,2021,Advanced
Lineups,-1628920-1629478-1629496-1629568-1630461-,M. Russell - K. Samuelson - E. Magbegor - K. Burke - K. Williams,1611661328,SEA,1,1,0,1.0,1.0,50.0,40.0,180.4,175.0,-130.4,-135.0,0.0,0.0,0.0,0.5,0.0,0.5,0.4,0.333,0.333,133.5,152.47,127.06,5,-0.2,81,55,1,1,123,126,146,149,111,82,111,9,135,62,145,102,113,8,132,4250,2021,Advanced
Lineups,-1628886-1629496-1629568-1630114-1630461-,J. Canada - E. Magbegor - K. Burke - M. Herbert Harrigan - K. Williams,1611661328,SEA,1,0,1,0.0,1.0,100.0,100.0,100.0,66.7,0.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,78.9,98.63,82.19,2,0.4,81,111,58,111,129,57,35,41,111,82,111,97,135,140,1,60,81,100,95,3650,2021,Advanced
Lineups,-202259-203855-204332-1628317-1629496-,E. Prince - S. Talbot - C. Burdick - K. Samuelson - E. Magbegor,1611661328,SEA,1,0,1,0.0,1.0,0.0,0.0,200.0,200.0,-200.0,-200.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,52.2,78.26,65.22,2,-0.5,81,111,58,111,139,136,148,152,111,82,111,9,135,62,1,129,136,154,141,2760,2021,Advanced
Lineups,-202259-204319-1628920-1629478-1629496-,E. Prince - J. Loyd - M. Russell - K. Samuelson - E. Magbegor,1611661328,SEA,1,1,0,1.0,1.0,66.7,66.7,34.7,33.3,31.9,33.3,1.0,0.0,25.0,0.0,1.0,0.333,0.0,0.333,0.333,130.3,132.92,110.77,3,2.0,81,55,1,1,133,106,19,41,1,82,20,97,1,113,1,102,113,14,5,3250,2021,Advanced
Lineups,-202259-204319-1628317-1628920-1629568-,E. Prince - J. Loyd - K. Samuelson - M. Russell - K. Burke,1611661328,SEA,1,0,1,0.0,1.0,150.0,100.0,66.7,66.7,83.3,33.3,0.0,0.0,0.0,0.0,0.5,0.25,0.0,0.75,0.75,104.3,125.22,104.35,3,0.6,81,111,58,111,130,57,35,41,111,82,111,97,108,131,1,17,20,22,52,3450,2021,Advanced
Lineups,-202259-204319-1628886-1629496-1629568-,E. Prince - J. Loyd - J. Canada - E. Magbegor - K. Burke,1611661328,SEA,1,0,1,0.0,1.0,212.8,200.0,0.0,0.0,212.8,200.0,1.0,0.0,33.3,0.0,1.0,1.0,0.0,1.0,1.064,91.4,94.27,78.56,2,2.0,81,111,58,111,135,3,1,2,1,82,3,97,1,1,1,5,5,122,5,3055,2021,Advanced
Lineups,-100720-200676-204319-1627668-1629568-,S. Bird - C. Dupree - J. Loyd - B. Stewart - K. Burke,1611661328,SEA,1,1,0,1.0,3.0,175.0,140.0,136.1,133.3,38.9,6.7,1.0,0.0,37.5,0.0,0.2,0.167,0.0,0.875,0.875,89.5,99.62,83.02,5,0.576,81,55,1,1,91,19,126,65,1,82,2,97,134,139,1,13,14,94,63,7950,2021,Advanced
Lineups,-100720-200676-202259-1628886-1629496-,S. Bird - C. Dupree - E. Prince - J. Canada - E. Magbegor,1611661328,SEA,1,0,1,0.0,3.0,136.1,133.3,0.0,0.0,136.1,133.3,1.0,0.0,33.3,0.0,1.0,0.667,0.0,0.6,0.68,97.3,98.39,81.99,6,1.421,81,111,58,111,89,21,1,7,1,82,3,97,1,21,1,41,32,103,13,8050,2021,Advanced
Lineups,-100720-200676-202259-1627668-1629478-,S. Bird - C. Dupree - E. Prince - B. Stewart - K. Samuelson,1611661328,SEA,2,2,0,1.0,3.0,76.1,75.0,114.3,100.0,-38.1,-25.0,0.5,1.0,11.1,0.0,0.667,0.286,0.125,0.417,0.436,104.2,112.01,93.34,8,0.154,50,34,1,1,73,100,81,101,86,44,96,97,82,127,80,92,104,40,113,10285,2021,Advanced
Lineups,-100720-200676-204319-1628920-1629478-,S. Bird - C. Dupree - J. Loyd - M. Russell - K. Samuelson,1611661328,SEA,1,1,0,1.0,0.0,0.0,0.0,200.0,200.0,-200.0,-200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.4,102.86,85.71,1,0.0,81,55,1,1,151,136,148,152,111,82,111,97,135,140,1,129,136,74,119,1400,2021,Advanced
Lineups,-202259-203855-204319-1628920-1629478-,E. Prince - S. Talbot - J. Loyd - M. Russell - K. Samuelson,1611661328,SEA,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.0,0.0,176.7,265.03,220.86,2,1.5,81,111,58,111,156,136,1,73,111,82,111,1,135,1,150,129,136,2,10,815,2021,Advanced
Lineups,-202259-203855-204319-1629478-1629496-,E. Prince - S. Talbot - J. Loyd - K. Samuelson - E. Magbegor,1611661328,SEA,1,0,1,0.0,0.0,113.6,100.0,0.0,0.0,113.6,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.568,193.4,205.71,171.43,1,-1.0,81,111,58,111,157,57,1,9,111,82,111,97,135,140,1,129,64,3,148,700,2021,Advanced
Lineups,-202259-203855-204319-1628886-1629478-,E. Prince - S. Talbot - J. Loyd - J. Canada - K. Samuelson,1611661328,SEA,1,0,1,0.0,0.0,0.0,0.0,227.3,200.0,-227.3,-200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,974.8,1107.67,923.06,0,-1.0,81,111,58,111,159,136,148,152,111,82,111,97,135,140,1,129,136,1,148,65,2021,Advanced
Lineups,-202259-203855-1627668-1628317-1629496-,E. Prince - S. Talbot - B. Stewart - K. Samuelson - E. Magbegor,1611661328,SEA,1,1,0,1.0,0.0,300.0,300.0,100.0,100.0,200.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,186.2,186.21,155.17,1,0.75,81,55,1,1,152,1,81,2,111,82,111,97,135,140,1,1,1,5,27,1160,2021,Advanced
Lineups,-200676-203855-204319-1628886-1629478-,C. Dupree - S. Talbot - J. Loyd - J. Canada - K. Samuelson,1611661328,SEA,1,1,0,1.0,0.0,208.3,300.0,0.0,0.0,208.3,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.042,172.8,120.0,100.0,1,1.5,81,55,1,1,158,1,1,1,111,82,111,97,135,140,1,5,7,25,10,600,2021,Advanced
Lineups,-203855-1628317-1628920-1629496-1629568-,S. Talbot - K. Samuelson - M. Russell - E. Magbegor - K. Burke,1611661328,SEA,1,0,1,0.0,1.0,0.0,0.0,250.0,250.0,-250.0,-250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.5,99.31,82.76,2,-0.2,81,111,58,111,137,136,157,158,111,82,111,97,135,140,1,129,136,97,132,2900,2021,Advanced
Lineups,-203855-204319-1628920-1629496-1630461-,S. Talbot - J. Loyd - M. Russell - E. Magbegor - K. Williams,1611661328,SEA,1,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.667,0.5,0.0,0.0,0.0,73.3,101.77,84.81,2,0.0,81,55,1,1,138,136,1,73,111,82,111,97,82,62,1,129,136,82,119,2830,2021,Advanced
Lineups,-203855-204319-1627668-1628886-1629478-,S. Talbot - J. Loyd - B. Stewart - J. Canada - K. Samuelson,1611661328,SEA,1,0,1,0.0,1.0,166.7,166.7,133.3,100.0,33.3,66.7,0.5,0.0,25.0,0.0,0.5,0.333,0.0,0.833,0.833,100.5,117.21,97.67,3,0.632,81,111,58,111,122,11,81,20,86,82,20,97,108,113,1,15,17,31,47,4300,2021,Advanced
Lineups,-100720-203855-204319-1627668-1628886-,S. Bird - S. Talbot - J. Loyd - B. Stewart - J. Canada,1611661328,SEA,2,2,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,76.4,114.59,95.49,2,-1.0,50,34,1,1,144,136,1,73,111,82,111,97,108,62,1,129,136,34,148,1885,2021,Advanced
Lineups,-100720-203855-1628886-1628920-1629496-,S. Bird - S. Talbot - J. Canada - M. Russell - E. Magbegor,1611661328,SEA,1,1,0,1.0,1.0,212.8,200.0,200.0,200.0,12.8,0.0,1.0,0.0,25.0,1.0,0.0,1.0,0.0,0.5,0.694,62.0,64.57,53.81,2,0.692,81,55,1,1,132,3,148,73,1,82,20,1,135,1,1,60,30,159,38,3345,2021,Advanced
Lineups,-100720-203855-1627668-1628886-1629568-,S. Bird - S. Talbot - B. Stewart - J. Canada - K. Burke,1611661328,SEA,1,0,1,0.0,1.0,200.0,100.0,200.0,200.0,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,53.3,71.11,59.26,2,0.286,81,111,58,111,125,57,148,137,111,82,111,97,135,140,1,5,9,157,105,4050,2021,Advanced
Lineups,-100720-204319-204332-1629478-1629496-,S. Bird - J. Loyd - C. Burdick - K. Samuelson - E. Magbegor,1611661328,SEA,1,0,1,0.0,1.0,100.0,100.0,106.4,100.0,-6.4,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.333,0.333,81.0,83.48,69.57,2,0.5,81,111,58,111,130,57,81,73,111,82,111,9,108,62,1,102,113,147,74,3450,2021,Advanced
Lineups,-100720-202259-203855-1628920-1629478-,S. Bird - E. Prince - S. Talbot - M. Russell - K. Samuelson,1611661328,SEA,1,0,1,0.0,1.0,0.0,0.0,208.3,300.0,-208.3,-300.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,98.4,80.67,67.23,1,-2.0,81,111,58,111,146,136,159,159,111,82,111,97,135,140,158,129,136,149,156,1785,2021,Advanced
Lineups,-100720-202259-204319-1629496-1629568-,S. Bird - E. Prince - J. Loyd - E. Magbegor - K. Burke,1611661328,SEA,1,0,1,0.0,1.0,0.0,0.0,200.0,200.0,-200.0,-200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,94.7,94.74,78.95,3,-1.0,81,111,58,111,127,136,148,152,111,82,111,97,135,140,139,129,136,121,148,3800,2021,Advanced
Lineups,-100720-202259-1627668-1629478-1629568-,S. Bird - E. Prince - B. Stewart - K. Samuelson - K. Burke,1611661328,SEA,1,0,1,0.0,1.0,69.4,50.0,100.0,100.0,-30.6,-50.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,1.136,101.1,117.55,97.96,2,0.5,81,111,58,111,141,115,81,110,111,82,111,97,1,1,150,129,4,29,74,2450,2021,Advanced
Lineups,-100720-204319-1628920-1629478-1629568-,S. Bird - J. Loyd - M. Russell - K. Samuelson - K. Burke,1611661328,SEA,1,1,0,1.0,2.0,50.0,50.0,138.9,133.3,-88.9,-83.3,1.0,1.0,16.7,0.333,0.333,0.333,0.25,0.25,0.25,70.3,71.49,59.57,4,-0.429,81,55,1,1,101,115,126,133,1,44,72,35,130,113,116,116,125,156,140,7050,2021,Advanced
Lineups,-100720-204319-1627668-1628886-1629568-,S. Bird - J. Loyd - B. Stewart - J. Canada - K. Burke,1611661328,SEA,1,0,1,0.0,2.0,80.0,80.0,100.0,80.0,-20.0,0.0,1.0,0.0,28.6,0.0,0.5,0.2,0.0,0.4,0.4,116.8,129.73,108.11,5,0.294,81,111,58,111,112,90,51,73,1,82,12,97,108,135,1,95,108,17,104,5550,2021,Advanced
Lineups,-100720-203855-1627668-1629496-1630461-,S. Bird - S. Talbot - B. Stewart - E. Magbegor - K. Williams,1611661328,SEA,1,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,92.9,116.13,96.77,3,0.0,81,55,1,1,134,136,1,73,111,82,111,97,1,62,1,129,136,32,119,3100,2021,Advanced
Lineups,-100720-204319-1628886-1629478-1629496-,S. Bird - J. Loyd - J. Canada - K. Samuelson - E. Magbegor,1611661328,SEA,1,0,1,0.0,1.0,0.0,0.0,50.0,66.7,-50.0,-66.7,0.0,0.0,0.0,0.0,0.5,0.25,0.0,0.0,0.0,106.7,106.67,88.89,3,0.0,81,111,58,111,125,136,35,125,111,82,111,97,108,131,1,129,136,57,119,4050,2021,Advanced
Lineups,-100720-200676-203855-1627668-1628886-,S. Bird - C. Dupree - S. Talbot - B. Stewart - J. Canada,1611661328,SEA,1,1,0,1.0,2.0,133.3,100.0,150.0,150.0,-16.7,-50.0,1.0,2.0,28.6,1.0,1.0,1.0,0.25,0.667,0.667,102.9,117.55,97.96,4,0.478,81,55,1,1,115,57,137,110,1,21,12,1,1,1,116,27,35,28,87,4900,2021,Advanced
